Player Name,Team,Position,Pts,GS,A,CS,B,BPS,PPG,MP,Cost,TSB,GC,OG,PS,PM,Season
Dubravka,NEW,GKP,48,0,0,3,6,255,3.7,1170,£4.8,0.6%,19,0,0,0,2020
Lundstram,SHU,MID,48,0,2,3,2,244,1.7,2027,£4.8,1.3%,41,0,0,1,2020
Giroud,CHE,FWD,47,4,0,4,6,139,2.8,740,£6.7,1.1%,5,0,0,0,2020
Davies,EVE,MID,47,0,1,5,1,209,1.9,1417,£5.2,0.1%,23,0,0,0,2020
Doherty,TOT,DEF,47,0,2,4,4,222,2.8,1238,£5.6,3.8%,15,0,0,0,2020
Allan,EVE,MID,47,0,0,7,0,290,2.0,2050,£5.2,0.6%,30,0,0,0,2020
Partey,ARS,MID,47,0,2,6,0,273,2.0,1529,£4.9,0.3%,18,0,0,0,2020
Clark,NEW,DEF,46,1,0,3,2,291,2.1,1890,£4.5,0.2%,35,1,0,0,2020
Djenepo,SOU,MID,46,1,2,3,0,140,1.7,1229,£5.4,0.1%,27,0,0,0,2020
Burke,SHU,MID,46,1,2,1,0,114,1.8,1260,£4.1,1.9%,21,0,0,0,2020
McArthur,CRY,MID,45,0,2,4,3,228,2.5,1465,£5.2,0.1%,26,0,0,0,2020
Krafth,NEW,DEF,45,1,1,5,0,222,2.8,1286,£4.2,0.2%,27,0,0,0,2020
Brady,BUR,MID,44,1,1,7,3,157,2.3,1047,£5,0.0%,6,0,0,0,2020
Milner,LIV,MID,44,0,2,4,2,204,1.7,1056,£5.3,0.1%,10,0,0,0,2020
D.Henderson,MUN,GKP,44,0,0,4,1,218,3.4,1125,£5.2,2.1%,12,0,0,0,2020
Lascelles,NEW,DEF,44,2,0,2,3,229,2.3,1625,£4.2,0.8%,32,0,0,0,2020
Masuaku,WHU,DEF,42,0,2,4,4,209,3.5,1006,£4.3,0.4%,15,0,0,0,2020
Diop,WHU,DEF,42,2,0,2,1,234,2.3,1379,£4.3,0.6%,22,1,0,0,2020
David Luiz,ARS,DEF,41,1,0,3,0,230,2.0,1396,£5.4,0.8%,20,0,0,0,2020
Batshuayi,CRY,FWD,41,2,2,2,2,113,2.3,717,£5.7,0.6%,15,0,0,0,2020
Stephens,SOU,DEF,41,0,0,4,6,288,2.3,1537,£4.6,0.2%,39,0,0,0,2020
O'Shea,WBA,DEF,41,0,0,3,1,288,1.5,2099,£4.2,0.2%,51,0,0,0,2020
Haller,WHU,FWD,41,3,0,3,4,113,2.6,932,£6.1,0.2%,12,0,0,0,2020
Sean Longstaff,NEW,MID,41,0,1,2,1,168,1.9,1405,£4.6,0.1%,26,0,0,0,2020
Mendy,LEI,MID,41,0,1,4,0,234,1.8,1452,£4.2,1.5%,25,0,0,0,2020
Grant,WBA,FWD,41,1,0,3,3,104,2.0,1120,£5.6,0.0%,26,0,0,0,2020
Dummett,NEW,DEF,40,1,0,3,2,204,2.7,1254,£4.4,0.1%,20,0,0,0,2020
Hayden,NEW,MID,40,0,0,4,0,211,1.7,1942,£4.6,0.0%,33,0,0,0,2020
Willian José,WOL,FWD,40,1,1,5,3,131,2.4,1106,£6.8,0.2%,13,0,0,0,2020
Ødegaard,ARS,MID,40,1,2,3,3,183,2.9,861,£5.6,0.6%,12,0,0,0,2020
Maja,FUL,FWD,40,3,0,5,5,123,2.7,804,£5,0.5%,9,0,0,0,2020
Sharp,SHU,FWD,39,3,0,0,6,101,2.4,725,£5.5,0.1%,15,0,0,0,2020
Balbuena,WHU,DEF,39,1,0,4,0,193,2.8,1197,£4.1,0.6%,19,0,0,0,2020
Praet,LEI,MID,37,1,2,3,1,129,2.5,714,£5.2,0.1%,11,0,0,0,2020
Chambers,ARS,DEF,36,0,3,2,3,168,3.6,751,£4.5,0.2%,10,0,0,0,2020
Nketiah,ARS,FWD,36,2,1,1,5,120,2.1,411,£5.3,0.5%,6,0,0,0,2020
Martinelli,ARS,MID,36,2,1,4,0,107,2.6,582,£4.9,0.3%,3,0,0,0,2020
Matic,MUN,MID,36,0,1,4,0,223,1.8,1101,£4.7,0.2%,18,0,0,0,2020
Tella,SOU,MID,36,1,2,2,2,76,2.0,735,£4.3,0.4%,11,0,0,0,2020
Lamptey,BHA,DEF,35,1,3,2,2,156,3.2,887,£4.6,2.2%,15,0,0,0,2020
Alzate,BHA,MID,35,1,0,5,3,141,2.3,892,£4.1,0.9%,17,0,0,0,2020
Lo Celso,TOT,MID,35,1,1,5,0,149,1.9,939,£6.9,0.4%,10,0,0,0,2020
Marí,ARS,DEF,34,0,0,4,1,182,3.4,900,£4.4,0.1%,8,0,0,0,2020
Brewster,SHU,FWD,34,0,0,2,0,87,1.3,1113,£4.2,5.0%,16,0,0,0,2020
Yokuslu,WBA,MID,34,0,1,4,0,195,2.1,1316,£4.5,0.0%,20,0,0,0,2020
El Mohamady,AVL,DEF,33,0,0,3,4,190,2.4,833,£4.2,0.3%,9,0,0,0,2020
Cork,BUR,MID,33,0,0,4,0,154,2.1,1350,£5,0.0%,24,0,0,0,2020
Sawyers,WBA,MID,33,0,0,1,0,196,1.7,1486,£4.6,0.0%,42,1,0,0,2020
Hause,AVL,DEF,32,1,0,3,3,124,4.6,630,£4.4,0.1%,6,0,0,0,2020
Mata,MUN,MID,32,1,3,1,3,126,3.6,507,£5.8,0.1%,6,0,0,0,2020
Alli,TOT,MID,30,0,2,3,0,101,2.0,613,£7.4,0.6%,9,0,0,0,2020
Robson-Kanu,WBA,FWD,30,2,0,0,3,69,1.6,544,£5.2,0.1%,12,0,0,0,2020
Forster,SOU,GKP,30,0,0,2,0,147,3.8,720,£4,7.0%,11,0,1,0,2020
Aké,MCI,DEF,29,1,0,3,1,150,2.9,797,£5.4,2.4%,13,0,0,0,2020
Bryan,SHU,DEF,29,1,0,2,0,149,2.2,1003,£3.9,0.5%,17,1,0,0,2020
Cédric,ARS,DEF,28,0,1,2,3,125,2.8,744,£4.6,0.3%,11,0,0,0,2020
Hernández,LEE,MID,28,0,3,1,0,103,1.8,414,£5.7,0.3%,6,0,0,0,2020
Manquillo,NEW,DEF,28,0,0,3,0,136,2.2,822,£4.2,0.2%,15,0,0,0,2020
Lamela,TOT,MID,28,1,1,1,0,96,1.2,700,£5.7,0.1%,17,0,0,0,2020
Fredericks,WHU,DEF,28,1,1,1,0,127,2.0,564,£4.2,0.2%,9,0,0,0,2020
Lanzini,WHU,MID,28,1,1,1,0,117,1.6,556,£6.4,0.1%,5,0,0,0,2020
Ramsey,AVL,MID,28,0,0,2,0,75,1.3,611,£4.5,0.1%,10,0,0,0,2020
Clyne,CRY,DEF,28,0,1,2,0,172,2.2,1145,£4.5,0.1%,22,0,0,0,2020
Rhys Williams,LIV,DEF,28,0,0,3,1,135,3.1,659,£4,0.3%,6,0,0,0,2020
Nakamba,AVL,MID,27,0,1,4,1,115,2.1,747,£4.3,0.4%,6,0,0,0,2020
Cairney,FUL,MID,27,1,1,1,2,160,2.7,758,£5.2,0.1%,15,0,0,0,2020
Bryan,FUL,DEF,27,1,1,0,2,132,1.7,663,£4.5,0.3%,17,0,0,0,2020
Kabak,LIV,DEF,26,0,0,3,1,150,2.9,801,£5,0.4%,9,0,0,0,2020
Livermore,WBA,MID,25,0,0,1,0,104,1.4,1241,£4.7,0.0%,35,1,0,0,2020
Johnson,WHU,DEF,25,1,0,1,0,104,1.8,516,£3.9,2.2%,10,0,0,0,2020
Telles,MUN,DEF,25,0,2,1,3,149,2.8,689,£5.3,0.5%,11,0,0,0,2020
Olsen,EVE,GKP,25,0,0,2,3,119,3.6,630,£4.5,0.1%,9,0,0,0,2020
Jahanbakhsh,BHA,MID,24,0,1,1,0,102,1.1,520,£5.4,0.0%,9,0,0,0,2020
Fuchs,LEI,DEF,24,0,0,3,2,112,2.7,701,£4.5,0.2%,9,0,0,0,2020
Davis,AVL,FWD,23,1,1,1,0,85,1.5,265,£4.2,7.6%,1,0,0,0,2020
Gibbs-White,WOL,MID,22,1,0,0,3,87,2.0,407,£4.9,0.0%,6,0,0,0,2020
Bernard,EVE,MID,21,1,0,2,1,75,1.8,447,£5.7,0.1%,7,0,0,0,2020
Chamberlain,LIV,MID,21,1,1,0,0,58,1.6,243,£6.3,0.1%,6,0,0,0,2020
Moder,BHA,MID,21,0,0,2,0,59,1.8,643,£5,0.0%,10,0,0,0,2020
